date,open,high,low,close,volume
2017-06-14,37.0062,37.0062,36.5999,36.7287,748662
2017-06-15,36.9765,37.1549,36.8279,37.0954,996276
2017-06-16,37.0855,37.0855,36.8279,36.9963,809114
2017-06-19,38.1658,38.4829,38.146,38.2946,1399765
2017-06-20,38.1162,38.146,37.7991,37.8189,563331
2017-06-21,37.7,37.8189,37.6703,37.7991,486377
2017-06-22,38.0369,38.1955,38.0369,38.0667,401368
2017-06-23,38.1162,38.1955,37.9094,38.1757,483980
2017-06-26,38.2748,38.582,38.2748,38.3343,1065275
2017-06-27,38.3244,38.587,38.2253,38.2253,1067387
2017-06-28,38.3442,38.5325,38.0667,38.5226,847009
2017-06-29,38.4334,38.5127,37.6504,37.9378,802590
2017-06-30,38.1261,38.1261,37.8387,37.8486,925890
2017-07-03,37.9874,38.027,37.7892,37.8486,632747
2017-07-05,37.3729,37.6108,37.3003,37.591,1021268
2017-07-06,37.254,37.3135,37.0954,37.2045,646785
2017-07-07,37.254,37.5216,36.9864,37.4522,1141425
2017-07-10,37.4919,37.8239,37.482,37.809,804537
2017-07-11,38.3045,38.5325,38.1658,38.5027,1290762
2017-07-12,39.2262,39.4443,39.137,39.3749,999201
2017-07-13,39.3253,39.4938,39.1668,39.4443,523736
2017-07-14,39.6326,39.8605,39.5533,39.8605,529402
2017-07-17,39.8506,40.029,39.7265,39.7713,535933
2017-07-18,39.7416,40.0389,39.7416,40.0092,474251
2017-07-19,39.9497,40.3263,39.8704,40.1975,1153446
2017-07-20,40.1975,40.3858,40.1479,40.2668,794429
2017-07-21,40.2668,40.4551,40.2322,40.4452,611194
2017-07-24,40.0884,40.2767,39.9398,40.247,766393
2017-07-25,39.9596,39.9893,39.692,39.8209,830555
2017-07-26,40.2371,40.4353,40.138,40.4353,494339
2017-07-27,40.802,41.2777,40.7624,40.9209,1455803
2017-07-28,40.6137,40.6236,40.4192,40.6038,583414
2017-07-31,40.7624,40.9606,40.6286,40.7029,578515
2017-08-01,41.1192,41.2579,39.9398,40.3461,1113092
2017-08-02,39.801,39.8407,39.36,39.4542,1094003
2017-08-03,39.583,39.8605,39.4046,39.8407,673886
2017-08-04,39.9993,40.0686,39.8407,39.9794,546489
2017-08-07,39.5335,39.692,39.5136,39.6326,797798
2017-08-08,39.9893,40.3164,39.9695,40.1975,796852
2017-08-09,39.8605,39.8605,39.4839,39.6623,925273
2017-08-10,39.1965,39.1965,38.473,38.5325,1000846
2017-08-11,38.4928,38.7802,38.4235,38.6514,471195
2017-08-14,38.7505,38.8794,38.6514,38.8001,437882
2017-08-15,38.7505,38.7703,38.5424,38.5721,513930
2017-08-16,38.7902,39.0776,38.7802,39.0379,469225
2017-08-17,38.9884,39.0974,38.6465,38.6514,658890
2017-08-18,38.4928,38.582,38.2649,38.4235,504788
2017-08-21,38.146,38.2748,38.0072,38.1559,594483
2017-08-22,38.146,38.3838,38.0865,38.364,492358
2017-08-23,38.4235,38.5523,38.4036,38.4631,313449
2017-08-24,38.0766,38.0766,37.7892,37.8486,1375704
2017-08-25,38.0766,38.3541,38.0072,38.1559,1065933
2017-08-28,38.2253,38.255,38.0964,38.1361,188238
2017-08-29,38.1757,38.364,38.1658,38.2946,338595
2017-08-30,38.6712,38.8893,38.6415,38.8496,520652
2017-08-31,39.0974,39.3253,39.0776,39.2758,468458
2017-09-01,39.474,39.474,39.2361,39.365,394880
2017-09-05,39.2361,39.2361,38.6613,38.9785,554945
2017-09-06,39.0577,39.1073,38.9041,38.9785,275297
2017-09-07,39.0379,39.2064,38.9983,39.0776,371490
2017-09-08,39.4244,39.5731,39.4244,39.5731,579281
2017-09-11,39.6821,40.1281,39.6821,39.9893,1330121
2017-09-12,39.9893,39.9893,39.6821,39.8209,499244
2017-09-13,39.5136,39.5235,39.3055,39.3848,328948
2017-09-14,37.9775,38.1063,37.8288,38.0171,1145025
2017-09-15,38.1063,38.3343,38.0171,38.3144,558230
2017-09-18,38.3244,38.4136,37.9676,38.0469,699263
2017-09-19,37.7892,37.8486,37.0756,37.3234,1646183
2017-09-20,37.5811,37.6405,37.2441,37.4225,689484
2017-09-21,37.1945,37.259,37.1153,37.1252,551588
2017-09-22,37.0459,37.2144,36.8477,37.1648,731941
2017-09-25,37.0558,37.0558,36.6148,36.6396,1378297
2017-09-26,36.4314,36.4711,36.0846,36.1341,954554
2017-09-27,36.3141,36.5229,36.165,36.2744,848284
2017-09-28,36.4051,36.6245,36.3054,36.6145,580143
2017-09-29,37.0632,37.3025,36.9236,37.2327,608471
2017-10-02,37.1829,37.2876,37.0832,37.2128,628272
2017-10-03,37.3125,37.5319,37.2656,37.4421,658406
2017-10-04,37.4421,37.472,37.3723,37.4222,405120
2017-10-05,36.7042,36.8837,36.6943,36.8538,984782
2017-10-06,36.6644,36.9735,36.5746,36.9735,749831
2017-10-09,37.0333,37.123,36.9087,36.9336,400268
2017-10-10,36.6943,36.7242,36.5148,36.6045,488532
2017-10-11,36.4948,36.6444,36.4749,36.5148,585844
2017-10-12,36.1957,36.3453,36.1459,36.2157,871431
2017-10-13,36.7441,36.8438,36.6594,36.7142,579273
2017-10-16,37.0532,37.153,36.8638,36.9436,641423
2017-10-17,36.9635,36.9834,36.7242,36.8438,562056
2017-10-18,37.3823,37.4577,37.1829,37.3524,697194
2017-10-19,37.1729,37.3424,36.9236,37.3324,784165
2017-10-20,37.3723,37.5717,37.3125,37.4421,557140
2017-10-23,37.5518,37.6615,37.3723,37.4022,366079
2017-10-24,37.4321,37.6017,37.3424,37.5917,323415
2017-10-25,37.3125,37.3773,36.8239,37.0433,503799
2017-10-26,37.482,37.8709,37.4022,37.7512,817447
2017-10-27,37.5917,37.7413,37.482,37.7213,559176
2017-10-30,37.821,38.9578,37.7213,38.7384,2200300
2017-10-31,43.0859,45.12,42.7767,43.2853,6813800
2017-11-01,43.4448,43.8138,43.2055,43.4149,2289655
2017-11-02,44.0032,44.9555,44.0032,44.761,1681963
2017-11-03,44.761,44.8508,44.4519,44.6813,1363267
2017-11-06,45.4191,45.828,45.4191,45.7382,1022884
2017-11-07,45.7282,45.8978,45.5388,45.8778,782582
2017-11-08,47.2937,47.4533,47.0943,47.3336,1324392
2017-11-09,45.3892,45.8479,45.0603,45.7582,1398241
2017-11-10,45.7681,46.2168,45.7382,46.0872,715351
2017-11-13,45.3892,46.0174,45.3106,45.9476,972853
2017-11-14,45.818,45.9975,45.7183,45.9177,918345
2017-11-15,44.8209,45.2496,44.6513,45.11,1148492
2017-11-16,45.8579,46.0074,45.5886,45.9676,894052
2017-11-17,46.2069,46.2966,45.9676,46.0374,654739
2017-11-20,46.7154,46.8899,46.6755,46.8351,1092493
2017-11-21,46.6855,47.0145,46.6855,46.9747,752167
2017-11-22,47.1641,47.2339,46.9049,47.0843,558876
2017-11-24,47.6627,47.892,47.553,47.7524,402374
2017-11-27,48.1513,48.1911,47.7225,47.882,807921
2017-11-28,47.882,48.1712,47.7724,48.1612,661632
2017-11-29,47.892,47.9219,47.0744,47.2339,873763
2017-11-30,46.6855,46.7254,46.3664,46.6655,1114345
2017-12-01,45.7282,45.828,45.1998,45.4291,2193249
2017-12-04,46.1171,46.2069,45.6186,45.6485,992825
2017-12-05,45.6285,46.0673,45.5986,45.7382,555098
2017-12-06,44.8607,44.8807,44.5167,44.781,971343
2017-12-07,45.0801,45.7133,45.0801,45.6186,809616
2017-12-08,45.5986,45.7282,45.4092,45.6584,622743
2017-12-11,44.5217,44.786,44.5018,44.771,950727
2017-12-12,44.3722,44.6015,44.2425,44.5018,913359
2017-12-13,44.4918,44.5865,44.4021,44.5217,734293
2017-12-14,44.422,44.6115,44.3223,44.3223,518048
2017-12-15,44.4818,44.8607,44.432,44.7112,738104
2017-12-18,45.7582,45.8429,45.5288,45.5986,1043047
2017-12-19,45.3294,45.4191,45.0701,45.2097,748500
2017-12-20,45.2097,45.2596,44.7612,44.9006,447948
2017-12-21,45.3892,45.5288,45.2297,45.2795,642064
2017-12-22,45.4391,45.6485,45.3095,45.5488,453371
2017-12-26,45.2147,45.3294,45.0003,45.0801,584257
2017-12-27,45.0701,45.1399,44.9405,45.13,386529
2017-12-28,45.1699,45.2895,45.0402,45.1599,541475
2017-12-29,45.1599,45.1599,44.8209,44.8209,435667
2018-01-02,45.3095,45.6784,45.11,45.6584,844217
2018-01-03,45.798,46.2268,45.7681,46.167,613227
2018-01-04,46.6755,47.1242,46.6655,47.1143,770666
2018-01-05,48.0416,48.6498,48.0316,48.5601,1356160
2018-01-08,48.6598,48.8692,48.59,48.8592,618856
2018-01-09,49.637,49.6569,49.278,49.4076,1057428
2018-01-10,49.5971,49.8264,49.3279,49.637,1051378
2018-01-11,49.7367,50.1754,49.6769,50.1355,860917
2018-01-12,49.8165,50.674,49.5871,49.8863,1043791
2018-01-16,49.6569,50.2652,48.6598,48.8094,1388903
2018-01-17,49.298,49.8215,49.0188,49.6769,784626
2018-01-18,49.2082,49.2082,48.8792,49.0287,570630
2018-01-19,49.7367,49.8763,49.5871,49.7467,522437
2018-01-22,50.0059,50.664,49.9561,50.6541,800069
2018-01-23,51.4218,51.7907,49.7467,50.2751,2431842
2018-01-24,49.7566,49.7566,48.7894,49.0088,1742541
2018-01-25,48.3607,48.9789,48.0468,48.2609,1217640
2018-01-26,48.6299,49.3578,48.59,49.3378,1113117
2018-01-29,48.4604,48.4803,47.4234,47.7325,3081254
2018-01-30,47.4034,47.6228,46.8351,47.214,911456
2018-01-31,47.7923,47.9917,47.6028,47.8023,852349
2018-02-01,48.4404,49.4974,48.3507,49.0088,1810117
2018-02-02,52.8477,53.7551,51.4218,51.8406,3954183
2018-02-05,50.5344,50.5444,48.1712,48.8592,2596384
2018-02-06,48.8692,51.033,48.6608,50.6241,2667378
2018-02-07,50.3549,50.8035,49.7867,49.976,1131841
2018-02-08,48.4305,48.6199,46.8251,46.8251,2578140
2018-02-09,47.3137,47.6377,45.1998,46.9148,2103801
2018-02-12,47.5829,48.3457,47.1342,48.1313,1212658
2018-02-13,46.9447,47.204,46.6655,47.0843,1309311
2018-02-14,47.0145,48.5451,46.9846,48.4504,1343392
2018-02-15,48.7894,48.7894,47.892,48.6698,624333
2018-02-16,49.1584,49.5971,49.0886,49.4076,882888
2018-02-20,49.2581,49.7417,49.1584,49.268,698821
2018-02-21,49.9062,50.3948,49.3478,49.3578,918187
2018-02-22,49.8563,50.1056,49.5273,49.7068,885783
2018-02-23,50.0159,50.1206,49.4774,50.0857,1438056
2018-02-26,50.5444,50.8435,50.3848,50.7737,877983
2018-02-27,50.6541,50.7737,50.0757,50.1256,859449
2018-02-28,50.684,50.8535,50.2951,50.315,863488
2018-03-01,49.6569,49.7965,48.1812,48.58,1187515
2018-03-02,48.5202,49.5871,48.3008,49.5373,843227
2018-03-05,49.2082,50.5743,49.2082,50.3848,1108722
2018-03-06,50.0259,50.3449,49.9062,50.0159,1084201
2018-03-07,50.1555,50.9432,50.1057,50.7438,1230964
2018-03-08,51.023,51.2523,50.8934,51.1327,801529
2018-03-09,51.023,51.2922,50.7139,51.2523,1289106
2018-03-12,49.8763,50.2452,49.7766,49.8663,1385489
2018-03-13,50.1954,50.4646,49.8065,49.9261,1257931
2018-03-14,50.8136,50.9931,50.5843,50.8036,927471
2018-03-15,51.1626,51.4408,50.9731,51.1925,536929
2018-03-16,50.6042,50.6341,50.2053,50.4945,964301
2018-03-19,48.5003,48.5302,47.5729,48.2011,1839342
2018-03-20,48.3407,48.7495,48.251,48.6897,947901
2018-03-21,48.6199,49.0487,48.4853,48.5501,624010
2018-03-22,48.4205,48.7296,47.8621,47.9917,1581587
2018-03-23,48.6698,48.7994,47.7125,47.7524,915838
2018-03-26,48.3407,48.5401,47.7923,48.5302,931572
2018-03-27,49.0586,49.0886,47.4134,47.7325,1473138
2018-03-28,48.63,48.93,47.8625,48.08,2809978
2018-03-29,48.2,48.59,47.6714,48.34,2136977
2018-04-02,48.42,48.55,47.71,47.99,2178417
2018-04-03,48.5,48.93,48.08,48.84,1907072
2018-04-04,47.86,49.03,47.76,48.97,907359
2018-04-05,49.05,49.31,48.92,49.15,882604
2018-04-06,48.77,49.1,48.23,48.44,892575
2018-04-09,48.92,49.12,48.57,48.57,611232
2018-04-10,49.73,49.87,49.435,49.75,1088762
2018-04-11,49.38,49.81,49.11,49.35,549822
2018-04-12,48.96,49.29,48.8,49.14,779129
2018-04-13,49.12,49.14,48.61,48.89,699915
2018-04-16,49.46,49.59,49.13,49.35,682048
2018-04-17,49.77,50.0,49.55,49.77,1026266
2018-04-18,50.3,50.61,50.26,50.46,1970124
2018-04-19,49.88,49.9,49.26,49.73,1921287
2018-04-20,50.0,50.0,49.54,49.76,1341692
2018-04-23,49.77,49.77,49.33,49.41,930087
2018-04-24,49.98,50.0,49.1322,49.39,1256903
2018-04-25,49.63,49.7,49.22,49.58,802158
2018-04-26,49.99,50.47,49.8,50.18,1127431
2018-04-27,47.34,47.35,44.53,45.5,6676317
2018-04-30,45.74,46.05,45.46,45.83,1113163
2018-05-01,46.0,46.39,45.63,46.35,1987822
2018-05-02,46.46,46.78,46.27,46.66,1370910
2018-05-03,46.7,47.19,46.4725,47.1,1467932
2018-05-04,46.76,47.67,46.65,47.57,1041528
2018-05-07,47.42,47.72,47.2,47.44,1213903
2018-05-08,47.4,47.499,47.22,47.39,918839
2018-05-09,47.22,47.66,47.08,47.31,1107281
2018-05-10,46.6,47.0,46.53,46.88,837950
2018-05-11,47.22,48.21,47.2,48.08,1648106
2018-05-14,48.2,48.43,48.03,48.34,842427
2018-05-15,47.9,47.9,47.2,47.51,908402
2018-05-16,47.83,47.97,47.61,47.82,626591
2018-05-17,48.78,48.98,48.54,48.8,1145149
2018-05-18,48.58,48.74,48.25,48.6,655127
2018-05-21,48.65,48.68,48.29,48.39,624056
2018-05-22,47.89,47.89,47.02,47.06,1047508
2018-05-23,46.46,46.47,46.0001,46.47,1070070
2018-05-24,46.65,46.65,46.11,46.46,806230
2018-05-25,46.27,46.64,46.25,46.4,762107
2018-05-29,46.88,46.95,46.32,46.6,1129521
2018-05-30,47.06,47.29,47.02,47.21,747370
2018-05-31,47.25,47.3,46.86,47.09,709118
2018-06-01,47.35,47.78,47.35,47.67,439522
2018-06-04,48.36,49.15,48.31,49.08,1359135
2018-06-05,49.18,49.39,48.9211,49.31,994373
2018-06-06,50.02,50.26,49.92,50.18,2583989
2018-06-07,50.04,50.14,49.71,49.88,688795
2018-06-08,49.65,50.0,49.42,49.96,582467
2018-06-11,50.24,50.665,50.19,50.5,597032
2018-06-12,49.76,50.145,49.68,49.85,528871
2018-06-13,49.82,50.17,49.53,49.82,835307
2018-06-14,49.4,49.44,49.12,49.13,731288
2018-06-15,48.96,49.25,48.96,49.12,519951
2018-06-18,48.5,48.5,48.02,48.37,778107
2018-06-19,48.01,48.26,47.54,48.24,712080
2018-06-20,48.98,49.9,48.765,49.56,1280960
2018-06-21,49.6,49.67,48.89,49.22,761413
2018-06-22,49.9,50.68,49.8,50.37,1175621
2018-06-25,49.965,50.0,49.2203,49.53,646488
2018-06-26,49.96,50.32,49.7,50.0,637899
2018-06-27,50.56,51.45,50.29,50.29,1298430
2018-06-28,51.43,51.84,51.2,51.7,1284491
2018-06-29,51.37,51.61,51.2,51.26,1047483
2018-07-02,50.4,50.96,50.28,50.94,480038
2018-07-03,51.0,51.36,50.92,50.97,581067
2018-07-05,48.71,49.35,48.51,49.06,1709772
2018-07-06,49.25,49.59,49.18,49.58,450142
2018-07-09,51.42,51.64,51.08,51.61,852277
2018-07-10,51.28,51.77,51.27,51.68,489625
2018-07-11,51.67,52.25,51.63,51.96,1036080
2018-07-12,52.03,52.4,51.99,52.21,1011440
2018-07-13,53.05,53.485,52.96,53.31,869981
2018-07-16,53.35,53.49,53.2,53.27,446865
2018-07-17,53.28,54.025,53.26,53.63,804114
2018-07-18,53.18,53.18,52.76,53.07,630337
2018-07-19,52.73,52.875,52.5,52.63,590373
2018-07-20,52.79,53.375,52.65,52.95,951802
2018-07-23,53.05,53.4,53.02,53.15,458502
2018-07-24,52.79,53.085,52.45,52.67,918777
2018-07-25,53.29,53.74,53.11,53.66,681423
2018-07-26,53.58,53.82,53.49,53.66,506538
2018-07-27,53.72,53.84,53.29,53.4,656619
2018-07-30,53.23,53.23,52.18,52.34,1068448
2018-07-31,54.62,55.5,53.51,54.02,1683077
2018-08-01,54.83,55.115,54.58,55.0,1252351
2018-08-02,54.54,55.5,54.51,55.28,1052294
2018-08-03,54.92,55.21,54.74,54.96,923033
2018-08-06,54.77,54.8,54.24,54.46,611465
2018-08-07,55.3,55.82,55.17,55.55,886070
2018-08-08,54.94,55.01,54.66,54.79,778275
2018-08-09,55.43,55.58,55.15,55.39,615206
2018-08-10,54.45,54.81,54.44,54.65,1220476
2018-08-13,54.04,54.58,53.97,54.17,1009496
2018-08-14,54.36,54.36,54.045,54.28,737148
2018-08-15,53.72,53.85,53.08,53.71,1161939
2018-08-16,53.86,54.185,53.74,53.84,1480792
2018-08-17,54.13,54.98,54.01,54.87,1273480
2018-08-20,54.56,54.81,54.28,54.59,570757
2018-08-21,54.5,54.77,54.35,54.42,463705
2018-08-22,54.33,54.71,54.29,54.62,637609
2018-08-23,54.23,54.62,54.13,54.41,1752098
2018-08-24,54.64,54.78,54.42,54.54,699581
2018-08-27,55.48,56.22,55.42,56.02,905165
2018-08-28,55.87,56.07,55.1144,55.77,1561612
2018-08-29,56.45,57.2,56.25,57.07,1093210
2018-08-30,56.78,57.03,56.411,56.68,712720
2018-08-31,56.85,57.22,56.63,56.83,493215
2018-09-04,56.4,56.43,55.69,56.18,599720
2018-09-05,56.0,56.01,55.19,55.5,743385
2018-09-06,56.57,56.6024,55.96,56.36,1148600
2018-09-07,56.12,56.74,56.0,56.53,873248
2018-09-10,56.82,56.88,56.56,56.68,1071585
2018-09-11,56.48,56.88,56.48,56.85,661359
2018-09-12,56.99,57.51,56.87,57.47,608200
2018-09-13,57.72,58.1,57.62,57.76,625547
2018-09-14,59.38,59.51,59.13,59.44,1254210
2018-09-17,59.69,59.9,59.24,59.29,738572
2018-09-18,59.65,59.935,59.49,59.83,1143972
2018-09-19,59.62,59.74,58.905,59.0,1106113
2018-09-20,58.95,59.15,58.78,59.1,678655
2018-09-21,57.4,58.04,56.64,57.0,3685998
2018-09-24,56.94,57.12,56.65,56.85,1276700
2018-09-25,58.7,58.8,58.32,58.53,1154906
2018-09-26,59.71,59.8,59.31,59.45,1069159
2018-09-27,59.39,59.795,59.19,59.53,608786
2018-09-28,61.0,61.0,60.47,60.65,1584606
2018-10-01,60.81,61.02,60.53,60.58,633026
2018-10-02,60.1,60.17,59.71,59.82,727515
2018-10-03,58.65,58.67,58.26,58.32,979485
2018-10-04,58.15,58.17,56.7,57.07,1836024
2018-10-05,57.75,57.91,56.79,57.23,775771
2018-10-08,56.9,57.33,56.45,57.07,937895
2018-10-09,57.81,58.23,57.78,57.97,1069696
2018-10-10,57.86,57.89,56.04,56.1,1611416
2018-10-11,55.99,56.62,55.2,55.52,1296795
2018-10-12,55.74,56.17,54.89,55.51,1412064
